country,location_name,uv_index,Continent,day
Iraq,Baghdad,1,Asia,5
Ireland,Dublin,1,Europe,5
Israel,Jerusalem,1,Asia,5
Italy,Rome,1,Europe,5
Jamaica,Norman Gardens,7,America,4
Japan,Tokyo,7,Asia,5
Jordan,Amman,1,Asia,5
Kazakhstan,Astana,1,Asia,5
Kenya,Nairobi,1,Africa,5
Kiribati,Tarawa,6,Pacific,5
Kuwait,Kuwait City,1,Asia,5
Kyrghyzstan,Bishkek,1,Asia,5
Indonesia,Laos,5,Asia,5
Latvia,Riga,1,Europe,5
Lebanon,Beirut,1,Asia,5
Lesotho,Maseru,1,Africa,5
Liberia,Monrovia,1,Africa,4
Thailand,Nan,1,Asia,5
Liechtenstein,Vaduz,1,Europe,5
Lithuania,Vilnius,1,Europe,5
Luxembourg,Luxembourg,1,Europe,5
Madagascar,Antananarivo,1,Indian,5
Malawi,Lilongwe,1,Africa,5
Malaysia,Kuala Lumpur,1,Asia,5
Maldives,Farukolhufunadhoo,1,Indian,5
Mali,Bamako,1,Africa,4
Malta,Valletta,1,Europe,5
Marshall Islands,Majuro,6,Pacific,5
Mauritania,Nouakchott,1,Africa,4
Mauritius,Port Louis,1,Indian,5
Mexico,Mexico City,7,America,4
Micronesia,Palikir,7,Pacific,5
Russia,Chi-Chi-Erh,1,Asia,5
Monaco,Monaco,1,Europe,5
Mongolia,Ulaanbaatar,7,Asia,5
Montenegro,Podgorica,1,Europe,5
Morocco,Rabat,1,Africa,5
Mozambique,Maputo,1,Africa,5
Myanmar,Pathein,5,Asia,5
Namibia,Windhoek,1,Africa,5
Turkey,Yaren,1,Europe,5
Nepal,Kathmandu,4,Asia,5
Netherlands,Amsterdam,1,Europe,5
New Zealand,Wellington,3,Pacific,5
Nicaragua,Managua,6,America,4
Niger,Niamey,1,Africa,5
Nigeria,Abuja,1,Africa,5
North Korea,Pyongyang,6,Asia,5
Macedonia,Skopje,1,Europe,5
Norway,Oslo,1,Europe,5
Oman,Muscat,1,Asia,5
Pakistan,Islamabad,1,Asia,5
Palau,Adkip,1,Pacific,5
Bolivia,National,1,America,4
Panama,Panama City,6,America,4
Papua New Guinea,Port Moresby,7,Pacific,5
Paraguay,Carreria,1,America,4
Peru,Lima,5,America,4
Philippines,Manila,6,Asia,5
Poland,Warsaw,1,Europe,5
Portugal,Lisbon,1,Europe,5
Qatar,Doha,1,Asia,5
Romania,Bucharest,1,Europe,5
Russia,Moscow,1,Europe,5
Rwanda,Kigali,1,Africa,5
Saint Kitts and Nevis,Basseterre,1,America,4
Saint Lucia,Castries,1,America,4
Saint Vincent and the Grenadines,Kingstown,1,America,4
Samoa,Apia,7,Pacific,5
San Marino,San Marino,1,Europe,5
Belgium,'S-Gravenwezel,1,Europe,5
Saudi Arabia,Riyadh,1,Asia,5
Senegal,Dakar,1,Africa,4
Serbia,Belgrade,1,Europe,5
Seychelles Islands,Victoria,1,Indian,5
Sierra Leone,Freetown,1,Africa,4
Singapore,Singapore,1,Asia,5
Slovakia,Bratislava,1,Europe,5
Slovenia,Ljubljana,1,Europe,5
Solomon Islands,Honiara,7,Pacific,5
Somalia,Mogadishu,1,Africa,5
South Africa,Pretoria,1,Africa,5
South Korea,Seoul,7,Asia,5
Sudan,Juba,1,Africa,5
Spain,Madrid,1,Europe,5
Sri Lanka,Colombo,1,Asia,5
Sudan,Khartoum,1,Africa,5
Suriname,Paramaribo,1,America,4
Sweden,Stockholm,1,Europe,5
Switzerland,Bern,1,Europe,5
Syria,Damascus,1,Asia,5
Tajikistan,Dushanbe,1,Asia,5
Tanzania,Dodoma,1,Africa,5
Thailand,Bangkok,1,Asia,5
Indonesia,Murong Timor,5,Asia,5
Bulgaria,Lom,1,Europe,5
Tonga,Nuku`Aloia,6,Pacific,5
Trinidad and Tobago,Port Of Spain,1,America,4
Tunisia,Tunis,1,Africa,5
Turkey,Ankara,1,Europe,5
Turkmenistan,Ashgabat,1,Asia,5
Tuvalu,Funafuti,6,Pacific,5
Uganda,Kampala,1,Africa,5
Ukraine,Lviv,1,Europe,5
United Arab Emirates,Abu Dhabi,1,Asia,5
United Kingdom,London,1,Europe,5
United States of America,Washington Park,6,America,4
Uruguay,Montevideo,1,America,4
Uzbekistan,Tashkent,1,Asia,5
Vanuatu,Port Vila,5,Pacific,5
Venezuela,Caracas,1,America,4
Vietnam,Hanoi,6,Asia,5
Yemen,Sanaa,1,Asia,5
Zambia,Lusaka,1,Africa,5
Zimbabwe,Harare,1,Africa,5
Afghanistan,Kabul,1,Asia,6
Albania,Tirana,1,Europe,6
Algeria,Algiers,1,Africa,6
Andorra,Andorra La Vella,1,Europe,6
Angola,Luanda,1,Africa,6
Antigua and Barbuda,Saint John's,1,America,5
Argentina,Buenos Aires,1,America,5
Armenia,Yerevan,1,Asia,6
Australia,Canberra,3,Australia,6
Austria,Vienna,1,Europe,6
Azerbaijan,Baku,1,Asia,6
Bahamas,Nassau,7,America,5
Bahrain,Manama,1,Asia,6
Bangladesh,Dhaka,1,Asia,6
Barbados,Bridgetown,1,America,5
Belarus,Minsk,1,Europe,6
Belgium,Brussels,1,Europe,6
Belize,Belmopan,8,America,5
Benin,Porto-Novo,1,Africa,6
Bhutan,Thimphu,1,Asia,6
Bolivia,Sucre,1,America,5
Bosnia and Herzegovina,Sarajevo,1,Europe,6
Botswana,Gaborone,1,Africa,6
Brazil,Bras,1,America,5
Brunei Darussalam,Bandar Seri Begawan,6,Asia,6
Bulgaria,Sofia,1,Europe,6
Burkina Faso,Ouagadougou,1,Africa,5
Burundi,Bujumbura,1,Africa,6
Madagascar,Ivory,1,Indian,6
Cape Verde,Praia,1,Atlantic,5
Cambodia,Phnom Penh,6,Asia,6
Cameroon,Bafoussam,1,Africa,6
Canada,Ottawa,8,America,5
Central African Republic,Bangui,1,Africa,6
Chad,N'djamena,1,Africa,6
Chile,Santiago,1,America,5
China,Beijing,6,Asia,6
Bulgaria,Bogot,1,Europe,6
Comoros,Moroni,1,Indian,6
Congo,Brazzaville,1,Africa,6
Costa Rica,San Juan,4,America,5
Croatia,Zagreb,1,Europe,6
Cuba,Havana,7,America,5
Cyprus,Nicosia,1,Asia,6
Czech Republic,Prague,1,Europe,6
Democratic Republic of Congo,Kinshasa,1,Africa,6
Denmark,Copenhagen,1,Europe,6
Djibouti,Djibouti,1,Africa,6
Dominica,Roseau,1,America,5
Dominican Republic,Santo Domingo,1,America,5
Ecuador,Quito,5,America,5
Egypt,Cairo,1,Africa,6
El Salvador,San Salvador,6,America,5
Equatorial Guinea,Malabo,1,Africa,6
Eritrea,Asmara,1,Africa,6
Estonia,Tallinn,1,Europe,6
Swaziland,Mbabane,1,Africa,6
Ethiopia,Addis Ababa,1,Africa,6
Fiji Islands,Suva,5,Pacific,6
Finland,Helsinki,1,Europe,6
France,Paris,1,Europe,6
Gabon,Libreville,1,Africa,6
Gambia,Banjul,1,Africa,5
Georgia,Tbilisi,1,Asia,6
Germany,Berlin,1,Europe,6
Ghana,Accra,1,Africa,5
Greece,Athens,1,Europe,6
Grenada,Saint George's,1,America,5
Guatemala,Guatemala City,4,America,5
Guinea,Conakry,1,Africa,5
Guinea-Bissau,Bissau,1,Africa,5
Guyana,Georgetown,1,America,5
Haiti,Port-Au-Prince,1,America,5
Vatican City,Vatican City,1,Europe,6
Honduras,Tegucigalpa,5,America,5
Hungary,Budapest,1,Europe,6
Iceland,Hella,1,Atlantic,5
India,New Delhi,1,Asia,6
Indonesia,Jakarta,7,Asia,6
Iran,Tehran,1,Asia,6
Iraq,Baghdad,1,Asia,6
Ireland,Dublin,1,Europe,6
Israel,Jerusalem,1,Asia,6
Italy,Rome,1,Europe,6
Jamaica,Norman Gardens,6,America,5
Japan,Tokyo,7,Asia,6
Jordan,Amman,1,Asia,6
Kazakhstan,Astana,1,Asia,6
Kenya,Nairobi,1,Africa,6
Kiribati,Tarawa,7,Pacific,6
Kuwait,Kuwait City,1,Asia,6
Kyrghyzstan,Bishkek,1,Asia,6
Indonesia,Laos,5,Asia,6
Latvia,Riga,1,Europe,6
Lebanon,Beirut,1,Asia,6
Lesotho,Maseru,1,Africa,6
Liberia,Monrovia,1,Africa,5
Thailand,Nan,1,Asia,6
Liechtenstein,Vaduz,1,Europe,6
Lithuania,Vilnius,1,Europe,6
Luxembourg,Luxembourg,1,Europe,6
Madagascar,Antananarivo,1,Indian,6
Malawi,Lilongwe,1,Africa,6
Malaysia,Kuala Lumpur,1,Asia,6
Maldives,Farukolhufunadhoo,1,Indian,6
Mali,Bamako,1,Africa,5
Malta,Valletta,1,Europe,6
Marshall Islands,Majuro,6,Pacific,6
Mauritania,Nouakchott,1,Africa,5
Mauritius,Port Louis,1,Indian,6
Mexico,Mexico City,7,America,5
Micronesia,Palikir,6,Pacific,6
Russia,Chi-Chi-Erh,1,Asia,6
Monaco,Monaco,1,Europe,6
Mongolia,Ulaanbaatar,7,Asia,6
Montenegro,Podgorica,1,Europe,6
Morocco,Rabat,1,Africa,6
Mozambique,Maputo,1,Africa,6
Myanmar,Pathein,1,Asia,6
Namibia,Windhoek,1,Africa,6
Turkey,Yaren,1,Europe,6
Nepal,Kathmandu,1,Asia,6
Netherlands,Amsterdam,1,Europe,6
New Zealand,Wellington,3,Pacific,6
Nicaragua,Managua,7,America,5
Niger,Niamey,1,Africa,6
Nigeria,Abuja,1,Africa,6
North Korea,Pyongyang,6,Asia,6
Macedonia,Skopje,1,Europe,6
Norway,Oslo,1,Europe,6
Oman,Muscat,1,Asia,6
Pakistan,Islamabad,1,Asia,6
Palau,Adkip,1,Pacific,6
Bolivia,National,1,America,5
Panama,Panama City,6,America,5
Papua New Guinea,Port Moresby,7,Pacific,6
Paraguay,Carreria,1,America,5
Peru,Lima,4,America,5
Philippines,Manila,7,Asia,6
Poland,Warsaw,1,Europe,6
Portugal,Lisbon,1,Europe,6
Qatar,Doha,1,Asia,6
Romania,Bucharest,1,Europe,6
Russia,Moscow,1,Europe,6
Rwanda,Kigali,1,Africa,6
Saint Kitts and Nevis,Basseterre,1,America,5
Saint Lucia,Castries,1,America,5
Saint Vincent and the Grenadines,Kingstown,1,America,5
Samoa,Apia,7,Pacific,6
San Marino,San Marino,1,Europe,6
Belgium,'S-Gravenwezel,1,Europe,6
Saudi Arabia,Riyadh,1,Asia,6
Senegal,Dakar,1,Africa,5
Serbia,Belgrade,1,Europe,6
Seychelles Islands,Victoria,1,Indian,6
Sierra Leone,Freetown,1,Africa,5
Singapore,Singapore,6,Asia,6
Slovakia,Bratislava,1,Europe,6
Slovenia,Ljubljana,1,Europe,6
Solomon Islands,Honiara,7,Pacific,6
Somalia,Mogadishu,1,Africa,6
South Africa,Pretoria,1,Africa,6
South Korea,Seoul,6,Asia,6
Sudan,Juba,1,Africa,6
Spain,Madrid,1,Europe,6
Sri Lanka,Colombo,1,Asia,6
Sudan,Khartoum,1,Africa,6
Suriname,Paramaribo,1,America,5
Sweden,Stockholm,1,Europe,6
Switzerland,Bern,1,Europe,6
Syria,Damascus,1,Asia,6
Tajikistan,Dushanbe,1,Asia,6
Tanzania,Dodoma,1,Africa,6
Thailand,Bangkok,1,Asia,6
Indonesia,Murong Timor,6,Asia,6
Bulgaria,Lom,1,Europe,6
Tonga,Nuku`Aloia,6,Pacific,6
Trinidad and Tobago,Port Of Spain,1,America,5
Tunisia,Tunis,1,Africa,6
Turkey,Ankara,1,Europe,6
Turkmenistan,Ashgabat,1,Asia,6
Tuvalu,Funafuti,6,Pacific,6
Uganda,Kampala,1,Africa,6
Ukraine,Lviv,1,Europe,6
United Arab Emirates,Abu Dhabi,1,Asia,6
United Kingdom,London,1,Europe,6
United States of America,Washington Park,6,America,5
Uruguay,Montevideo,1,America,5
Uzbekistan,Tashkent,1,Asia,6
Vanuatu,Port Vila,5,Pacific,6
Venezuela,Caracas,1,America,5
Vietnam,Hanoi,6,Asia,6
Yemen,Sanaa,1,Asia,6
Zambia,Lusaka,1,Africa,6
Zimbabwe,Harare,1,Africa,6
Afghanistan,Kabul,1,Asia,7
Albania,Tirana,1,Europe,7
Algeria,Algiers,1,Africa,7
Andorra,Andorra La Vella,1,Europe,7
Angola,Luanda,1,Africa,7
Antigua and Barbuda,Saint John's,1,America,6
Argentina,Buenos Aires,1,America,6
Armenia,Yerevan,1,Asia,7
Australia,Canberra,4,Australia,7
Austria,Vienna,1,Europe,7
Azerbaijan,Baku,1,Asia,7
Bahamas,Nassau,7,America,6
Bahrain,Manama,1,Asia,7
Bangladesh,Dhaka,1,Asia,7
Barbados,Bridgetown,1,America,6
Belarus,Minsk,1,Europe,7
Belgium,Brussels,1,Europe,7
Belize,Belmopan,7,America,6
Benin,Porto-Novo,1,Africa,7
Bhutan,Thimphu,1,Asia,7
Bolivia,Sucre,1,America,6
Bosnia and Herzegovina,Sarajevo,1,Europe,7
Botswana,Gaborone,1,Africa,7
Brazil,Bras,1,America,6
Brunei Darussalam,Bandar Seri Begawan,5,Asia,7
Bulgaria,Sofia,1,Europe,7
Burkina Faso,Ouagadougou,1,Africa,6
Burundi,Bujumbura,1,Africa,7
Madagascar,Ivory,1,Indian,7
Cape Verde,Praia,1,Atlantic,6
Cambodia,Phnom Penh,6,Asia,7
Cameroon,Bafoussam,1,Africa,7
Canada,Ottawa,6,America,6
Central African Republic,Bangui,1,Africa,7
Chad,N'djamena,1,Africa,7
Chile,Santiago,1,America,6
China,Beijing,6,Asia,7
Bulgaria,Bogot,1,Europe,7
Comoros,Moroni,1,Indian,7
Congo,Brazzaville,1,Africa,7
Costa Rica,San Juan,5,America,6
Croatia,Zagreb,1,Europe,7
Cuba,Havana,7,America,6
Cyprus,Nicosia,1,Asia,7
Czech Republic,Prague,1,Europe,7
Democratic Republic of Congo,Kinshasa,1,Africa,7
Denmark,Copenhagen,1,Europe,7
Djibouti,Djibouti,1,Africa,7
Dominica,Roseau,1,America,6
Dominican Republic,Santo Domingo,1,America,6
Ecuador,Quito,4,America,6
Egypt,Cairo,1,Africa,7
El Salvador,San Salvador,6,America,6
Equatorial Guinea,Malabo,1,Africa,7
Eritrea,Asmara,1,Africa,7
Estonia,Tallinn,1,Europe,7
Swaziland,Mbabane,1,Africa,7
Ethiopia,Addis Ababa,1,Africa,7
Fiji Islands,Suva,5,Pacific,7
Finland,Helsinki,1,Europe,7
France,Paris,1,Europe,7
Gabon,Libreville,1,Africa,7
Gambia,Banjul,1,Africa,6
Georgia,Tbilisi,1,Asia,7
Germany,Berlin,1,Europe,7
Ghana,Accra,1,Africa,6
Greece,Athens,1,Europe,7
Grenada,Saint George's,1,America,6
Guatemala,Guatemala City,5,America,6
Guinea,Conakry,1,Africa,6
Guinea-Bissau,Bissau,1,Africa,6
Guyana,Georgetown,1,America,6
Haiti,Port-Au-Prince,1,America,6
Vatican City,Vatican City,1,Europe,7
Honduras,Tegucigalpa,6,America,6
Hungary,Budapest,1,Europe,7
Iceland,Hella,1,Atlantic,6
India,New Delhi,1,Asia,7
Indonesia,Jakarta,7,Asia,7
Iran,Tehran,1,Asia,7
Iraq,Baghdad,1,Asia,7
Ireland,Dublin,1,Europe,7
Israel,Jerusalem,1,Asia,7
Italy,Rome,1,Europe,7
Jamaica,Norman Gardens,7,America,6
Japan,Tokyo,7,Asia,7
Jordan,Amman,1,Asia,7
Kazakhstan,Astana,1,Asia,7
Kenya,Nairobi,1,Africa,7
Kiribati,Tarawa,6,Pacific,7
Kuwait,Kuwait City,1,Asia,7
Kyrghyzstan,Bishkek,1,Asia,7
Indonesia,Laos,5,Asia,7
Latvia,Riga,1,Europe,7
Lebanon,Beirut,1,Asia,7
Lesotho,Maseru,1,Africa,7
Liberia,Monrovia,1,Africa,6
Thailand,Nan,1,Asia,7
Liechtenstein,Vaduz,1,Europe,7
Lithuania,Vilnius,1,Europe,7
Luxembourg,Luxembourg,1,Europe,7
Madagascar,Antananarivo,1,Indian,7
Malawi,Lilongwe,1,Africa,7
Malaysia,Kuala Lumpur,1,Asia,7
Maldives,Farukolhufunadhoo,1,Indian,7
Mali,Bamako,1,Africa,6
Malta,Valletta,1,Europe,7
Marshall Islands,Majuro,6,Pacific,7
Mauritania,Nouakchott,1,Africa,6
Mauritius,Port Louis,1,Indian,7
Mexico,Mexico City,6,America,6
Micronesia,Palikir,6,Pacific,7
Russia,Chi-Chi-Erh,1,Asia,7
Monaco,Monaco,1,Europe,7
Mongolia,Ulaanbaatar,3,Asia,7
Montenegro,Podgorica,1,Europe,7
Morocco,Rabat,1,Africa,7
Mozambique,Maputo,1,Africa,7
Myanmar,Pathein,1,Asia,7
Namibia,Windhoek,1,Africa,7
Turkey,Yaren,1,Europe,7
Nepal,Kathmandu,1,Asia,7
Netherlands,Amsterdam,1,Europe,7
New Zealand,Wellington,4,Pacific,7
Nicaragua,Managua,6,America,6
Niger,Niamey,1,Africa,7
Nigeria,Abuja,1,Africa,7
North Korea,Pyongyang,6,Asia,7
Macedonia,Skopje,1,Europe,7
Norway,Oslo,1,Europe,7
Oman,Muscat,1,Asia,7
Pakistan,Islamabad,1,Asia,7
Palau,Adkip,1,Pacific,7
Bolivia,National,1,America,6
Panama,Panama City,6,America,6
Papua New Guinea,Port Moresby,7,Pacific,7
Paraguay,Carreria,1,America,6
Peru,Lima,5,America,6
Philippines,Manila,7,Asia,7
Poland,Warsaw,1,Europe,7
Portugal,Lisbon,1,Europe,7
Qatar,Doha,1,Asia,7
Romania,Bucharest,1,Europe,7
Russia,Moscow,1,Europe,7
Rwanda,Kigali,1,Africa,7
Saint Kitts and Nevis,Basseterre,1,America,6
Saint Lucia,Castries,1,America,6
Saint Vincent and the Grenadines,Kingstown,1,America,6
Samoa,Apia,6,Pacific,7
San Marino,San Marino,1,Europe,7
Belgium,'S-Gravenwezel,1,Europe,7
Saudi Arabia,Riyadh,1,Asia,7
Senegal,Dakar,1,Africa,6
Serbia,Belgrade,1,Europe,7
Seychelles Islands,Victoria,1,Indian,7
Sierra Leone,Freetown,1,Africa,6
Singapore,Singapore,7,Asia,7
Slovakia,Bratislava,1,Europe,7
Slovenia,Ljubljana,1,Europe,7
Solomon Islands,Honiara,7,Pacific,7
Somalia,Mogadishu,1,Africa,7
South Africa,Pretoria,1,Africa,7
South Korea,Seoul,6,Asia,7
Sudan,Juba,1,Africa,7
Spain,Madrid,1,Europe,7
Sri Lanka,Colombo,1,Asia,7
Sudan,Khartoum,1,Africa,7
Suriname,Paramaribo,1,America,6
Sweden,Stockholm,1,Europe,7
Switzerland,Bern,1,Europe,7
Syria,Damascus,1,Asia,7
Tajikistan,Dushanbe,1,Asia,7
Tanzania,Dodoma,1,Africa,7
Thailand,Bangkok,1,Asia,7
Indonesia,Murong Timor,6,Asia,7
Bulgaria,Lom,1,Europe,7
Tonga,Nuku`Aloia,6,Pacific,7
Trinidad and Tobago,Port Of Spain,1,America,6
Tunisia,Tunis,1,Africa,7
Turkey,Ankara,1,Europe,7
Turkmenistan,Ashgabat,1,Asia,7
Tuvalu,Funafuti,6,Pacific,7
Uganda,Kampala,1,Africa,7
Ukraine,Lviv,1,Europe,7
United Arab Emirates,Abu Dhabi,1,Asia,7
United Kingdom,London,1,Europe,7
United States of America,Washington Park,7,America,6
Uruguay,Montevideo,1,America,6
Uzbekistan,Tashkent,1,Asia,7
Vanuatu,Port Vila,5,Pacific,7
Venezuela,Caracas,1,America,6
Vietnam,Hanoi,7,Asia,7
Yemen,Sanaa,1,Asia,7
Zambia,Lusaka,1,Africa,7
Zimbabwe,Harare,1,Africa,7
Afghanistan,Kabul,1,Asia,8
Albania,Tirana,1,Europe,8
Algeria,Algiers,1,Africa,8
Andorra,Andorra La Vella,1,Europe,8
Angola,Luanda,1,Africa,8
Antigua and Barbuda,Saint John's,1,America,7
Argentina,Buenos Aires,1,America,7
Armenia,Yerevan,1,Asia,8
Australia,Canberra,2,Australia,8
Austria,Vienna,1,Europe,8
Azerbaijan,Baku,1,Asia,8
Bahamas,Nassau,7,America,7
Bahrain,Manama,1,Asia,8
Bangladesh,Dhaka,1,Asia,8
Barbados,Bridgetown,1,America,7
Belarus,Minsk,1,Europe,8
Belgium,Brussels,1,Europe,8
Belize,Belmopan,8,America,7
Benin,Porto-Novo,1,Africa,8
Bhutan,Thimphu,1,Asia,8
Bolivia,Sucre,1,America,7
Bosnia and Herzegovina,Sarajevo,1,Europe,8
Botswana,Gaborone,1,Africa,8
Brazil,Bras,1,America,7
Brunei Darussalam,Bandar Seri Begawan,5,Asia,8
Bulgaria,Sofia,1,Europe,8
Burkina Faso,Ouagadougou,1,Africa,7
Burundi,Bujumbura,1,Africa,8
Madagascar,Ivory,1,Indian,8
Cape Verde,Praia,1,Atlantic,7
Cambodia,Phnom Penh,7,Asia,8
Cameroon,Bafoussam,1,Africa,8
Canada,Ottawa,7,America,7
Central African Republic,Bangui,1,Africa,8
Chad,N'djamena,1,Africa,8
Chile,Santiago,1,America,7
China,Beijing,5,Asia,8
Bulgaria,Bogot,1,Europe,8
Comoros,Moroni,1,Indian,8
Congo,Brazzaville,1,Africa,8
Costa Rica,San Juan,5,America,7
Croatia,Zagreb,1,Europe,8
Cuba,Havana,7,America,7
Cyprus,Nicosia,1,Asia,8
Czech Republic,Prague,1,Europe,8
Democratic Republic of Congo,Kinshasa,1,Africa,8
Denmark,Copenhagen,1,Europe,8
Djibouti,Djibouti,1,Africa,8
Dominica,Roseau,1,America,7
Dominican Republic,Santo Domingo,1,America,7
Ecuador,Quito,3,America,7
Egypt,Cairo,1,Africa,8
El Salvador,San Salvador,6,America,7
Equatorial Guinea,Malabo,1,Africa,8
Eritrea,Asmara,1,Africa,8
Estonia,Tallinn,1,Europe,8
Swaziland,Mbabane,1,Africa,8
Ethiopia,Addis Ababa,1,Africa,8
Fiji Islands,Suva,5,Pacific,8
Finland,Helsinki,1,Europe,8
France,Paris,1,Europe,8
Gabon,Libreville,1,Africa,8
Gambia,Banjul,1,Africa,7
Georgia,Tbilisi,1,Asia,8
Germany,Berlin,1,Europe,8
Ghana,Accra,1,Africa,7
Greece,Athens,1,Europe,8
Grenada,Saint George's,1,America,7
Guatemala,Guatemala City,5,America,7
Guinea,Conakry,1,Africa,7
Guinea-Bissau,Bissau,1,Africa,7
Guyana,Georgetown,1,America,7
Haiti,Port-Au-Prince,1,America,7
Vatican City,Vatican City,1,Europe,8
Honduras,Tegucigalpa,7,America,7
Hungary,Budapest,1,Europe,8
Iceland,Hella,1,Atlantic,7
India,New Delhi,1,Asia,8
Indonesia,Jakarta,7,Asia,8
Iran,Tehran,1,Asia,8
Iraq,Baghdad,1,Asia,8
Ireland,Dublin,1,Europe,8
Israel,Jerusalem,1,Asia,8
Italy,Rome,1,Europe,8
Jamaica,Norman Gardens,6,America,7
Japan,Tokyo,5,Asia,8
Jordan,Amman,1,Asia,8
Kazakhstan,Astana,1,Asia,8
Kenya,Nairobi,1,Africa,8
Kiribati,Tarawa,6,Pacific,8
Kuwait,Kuwait City,1,Asia,8
Kyrghyzstan,Bishkek,1,Asia,8
Indonesia,Laos,6,Asia,8
Latvia,Riga,1,Europe,8
Lebanon,Beirut,1,Asia,8
Lesotho,Maseru,1,Africa,8
Liberia,Monrovia,1,Africa,7
Thailand,Nan,1,Asia,8
Liechtenstein,Vaduz,1,Europe,8
Lithuania,Vilnius,1,Europe,8
Luxembourg,Luxembourg,1,Europe,8
Madagascar,Antananarivo,1,Indian,8
Malawi,Lilongwe,1,Africa,8
Malaysia,Kuala Lumpur,1,Asia,8
Maldives,Farukolhufunadhoo,1,Indian,8
Mali,Bamako,1,Africa,7
Malta,Valletta,1,Europe,8
Marshall Islands,Majuro,6,Pacific,8
Mauritania,Nouakchott,1,Africa,7
Mauritius,Port Louis,1,Indian,8
Mexico,Mexico City,6,America,7
Micronesia,Palikir,7,Pacific,8
Russia,Chi-Chi-Erh,1,Asia,8
Monaco,Monaco,1,Europe,8
Mongolia,Ulaanbaatar,6,Asia,8
Montenegro,Podgorica,1,Europe,8
Morocco,Rabat,1,Africa,8
Mozambique,Maputo,1,Africa,8
Myanmar,Pathein,1,Asia,8
Namibia,Windhoek,1,Africa,8
Turkey,Yaren,1,Europe,8
Nepal,Kathmandu,1,Asia,8
Netherlands,Amsterdam,1,Europe,8
New Zealand,Wellington,4,Pacific,8
Nicaragua,Managua,7,America,7
Niger,Niamey,1,Africa,8
Nigeria,Abuja,1,Africa,8
North Korea,Pyongyang,6,Asia,8
Macedonia,Skopje,1,Europe,8
Norway,Oslo,1,Europe,8
Oman,Muscat,1,Asia,8
Pakistan,Islamabad,1,Asia,8
Palau,Adkip,1,Pacific,8
Bolivia,National,1,America,7
Panama,Panama City,6,America,7
Papua New Guinea,Port Moresby,7,Pacific,8
Paraguay,Carreria,1,America,7
Peru,Lima,5,America,7
Philippines,Manila,6,Asia,8
Poland,Warsaw,1,Europe,8
Portugal,Lisbon,1,Europe,8
Qatar,Doha,1,Asia,8
Romania,Bucharest,1,Europe,8
Russia,Moscow,1,Europe,8
Rwanda,Kigali,1,Africa,8
Saint Kitts and Nevis,Basseterre,1,America,7
Saint Lucia,Castries,1,America,7
Saint Vincent and the Grenadines,Kingstown,1,America,7
Samoa,Apia,6,Pacific,8
San Marino,San Marino,1,Europe,8
Belgium,'S-Gravenwezel,1,Europe,8
Saudi Arabia,Riyadh,1,Asia,8
Senegal,Dakar,1,Africa,7
Serbia,Belgrade,1,Europe,8
Seychelles Islands,Victoria,1,Indian,8
Sierra Leone,Freetown,1,Africa,7
Singapore,Singapore,6,Asia,8
Slovakia,Bratislava,1,Europe,8
Slovenia,Ljubljana,1,Europe,8
Solomon Islands,Honiara,6,Pacific,8
Somalia,Mogadishu,1,Africa,8
South Africa,Pretoria,1,Africa,8
South Korea,Seoul,6,Asia,8
Sudan,Juba,1,Africa,8
Spain,Madrid,1,Europe,8
Sri Lanka,Colombo,1,Asia,8
Sudan,Khartoum,1,Africa,8
Suriname,Paramaribo,1,America,7
Sweden,Stockholm,1,Europe,8
Switzerland,Bern,1,Europe,8
Syria,Damascus,1,Asia,8
Tajikistan,Dushanbe,1,Asia,8
Tanzania,Dodoma,1,Africa,8
Thailand,Bangkok,1,Asia,8
Indonesia,Murong Timor,6,Asia,8
Bulgaria,Lom,1,Europe,8
Tonga,Nuku`Aloia,5,Pacific,8
Trinidad and Tobago,Port Of Spain,1,America,7
Tunisia,Tunis,1,Africa,8
Turkey,Ankara,1,Europe,8
Turkmenistan,Ashgabat,1,Asia,8
Tuvalu,Funafuti,6,Pacific,8
Uganda,Kampala,1,Africa,8
Ukraine,Kyiv,1,Europe,8
United Arab Emirates,Abu Dhabi,1,Asia,8
United Kingdom,London,1,Europe,8
United States of America,Washington Park,6,America,7
Uruguay,Montevideo,1,America,7
Uzbekistan,Tashkent,1,Asia,8
Vanuatu,Port Vila,6,Pacific,8
Venezuela,Caracas,1,America,7
Vietnam,Hanoi,7,Asia,8
Yemen,Sanaa,1,Asia,8
Zambia,Lusaka,1,Africa,8
Zimbabwe,Harare,1,Africa,8
Afghanistan,Kabul,1,Asia,9
Albania,Tirana,1,Europe,9
Algeria,Algiers,1,Africa,8
Andorra,Andorra La Vella,1,Europe,9
Angola,Luanda,1,Africa,8
Antigua and Barbuda,Saint John's,6,America,8
Argentina,Buenos Aires,1,America,8
Armenia,Yerevan,1,Asia,9
Australia,Canberra,2,Australia,9
Austria,Vienna,1,Europe,9
Azerbaijan,Baku,1,Asia,9
Bahamas,Nassau,7,America,8
Bahrain,Manama,1,Asia,9
Bangladesh,Dhaka,1,Asia,9
Barbados,Bridgetown,6,America,8
Belarus,Minsk,1,Europe,9
Belgium,Brussels,1,Europe,9
Belize,Belmopan,7,America,8
Benin,Porto-Novo,1,Africa,8
Bhutan,Thimphu,1,Asia,9
Bolivia,Sucre,6,America,8
